TradeNum,DateTime,Type,Entry,SL,TP,Result,Profit,BaseScore,FinalScore,ADX,EMA200_Aligned,GoldenHour,Month
234,2024.03.14 16:00,BUY,2159.38,2152.99,2168.97,WIN,9.59,10,10,50.6,NO,NO,2024-03
235,2024.03.15 06:15,SELL,2167.98,2170.20,2164.65,LOSS,-2.22,9,9,36.1,NO,NO,2024-03
236,2024.03.15 09:30,SELL,2171.75,2174.68,2167.35,WIN,4.40,10,9,22.4,NO,NO,2024-03
237,2024.03.15 10:00,SELL,2171.05,2174.39,2166.03,WIN,5.02,10,10,27.3,NO,NO,2024-03
238,2024.03.15 10:30,SELL,2169.19,2172.60,2164.07,WIN,5.12,10,9,22.7,NO,NO,2024-03
239,2024.03.18 03:30,BUY,2146.68,2143.60,2151.30,WIN,4.62,9,9,39.8,NO,NO,2024-03
240,2024.03.18 03:45,BUY,2147.57,2144.55,2152.11,WIN,4.54,9,9,41.8,NO,NO,2024-03
241,2024.03.18 04:00,BUY,2146.75,2143.69,2151.34,WIN,4.59,12,13,39.1,NO,NO,2024-03
242,2024.03.18 04:30,BUY,2147.26,2144.43,2151.51,WIN,4.25,9,9,32.0,NO,NO,2024-03
243,2024.03.18 04:45,BUY,2147.84,2145.25,2151.73,WIN,3.89,9,9,28.8,NO,NO,2024-03
244,2024.03.18 05:00,BUY,2146.55,2144.03,2150.33,WIN,3.78,9,9,26.9,NO,NO,2024-03
245,2024.03.18 05:30,BUY,2146.99,2144.33,2150.99,WIN,4.00,9,8,21.8,NO,NO,2024-03
246,2024.03.18 05:45,BUY,2147.63,2145.05,2151.50,WIN,3.87,9,8,19.1,NO,NO,2024-03
247,2024.03.18 06:00,BUY,2147.02,2144.59,2150.66,WIN,3.64,9,8,19.8,NO,NO,2024-03
248,2024.03.19 08:45,BUY,2152.95,2149.00,2158.87,LOSS,-3.95,10,10,52.1,NO,NO,2024-03
249,2024.03.19 14:00,BUY,2152.78,2148.41,2159.34,WIN,6.56,10,11,30.6,NO,YES,2024-03
250,2024.03.20 08:15,BUY,2155.78,2153.50,2159.20,LOSS,-2.28,10,9,20.5,NO,NO,2024-03
251,2024.03.20 08:45,BUY,2154.76,2152.50,2158.15,LOSS,-2.26,10,9,22.7,NO,NO,2024-03
252,2024.03.20 09:15,BUY,2155.55,2153.22,2159.05,LOSS,-2.33,10,10,29.1,NO,NO,2024-03
253,2024.03.20 09:30,BUY,2154.61,2152.32,2158.05,LOSS,-2.30,10,10,28.8,NO,NO,2024-03
254,2024.03.20 10:30,BUY,2154.25,2151.72,2158.05,LOSS,-2.53,10,10,39.4,NO,NO,2024-03
255,2024.03.20 11:15,BUY,2154.55,2152.09,2158.24,LOSS,-2.46,10,10,42.6,NO,NO,2024-03
256,2024.03.20 11:30,BUY,2153.86,2151.58,2157.28,LOSS,-2.28,10,10,39.8,NO,NO,2024-03
257,2024.03.20 12:15,BUY,2149.74,2147.32,2153.36,WIN,3.62,10,11,36.3,NO,YES,2024-03
258,2024.03.20 12:45,BUY,2154.64,2151.57,2159.24,LOSS,-3.07,10,11,40.1,NO,YES,2024-03
259,2024.03.20 13:00,BUY,2151.05,2147.72,2156.04,WIN,4.99,12,14,36.6,NO,YES,2024-03
260,2024.03.20 13:30,BUY,2157.82,2154.05,2163.47,WIN,5.65,12,14,35.0,NO,YES,2024-03
261,2024.03.20 13:45,BUY,2163.05,2159.01,2169.11,LOSS,-4.04,12,16,30.7,YES,YES,2024-03
262,2024.03.20 14:00,BUY,2160.94,2156.21,2168.03,LOSS,-4.73,12,16,30.1,YES,YES,2024-03
263,2024.03.20 15:00,BUY,2156.38,2151.05,2164.38,WIN,8.00,12,14,24.7,YES,NO,2024-03
264,2024.03.20 15:45,BUY,2157.04,2151.64,2165.14,WIN,8.10,10,10,25.4,NO,NO,2024-03
265,2024.03.20 16:00,BUY,2157.00,2151.79,2164.82,WIN,7.82,12,14,22.8,YES,NO,2024-03
266,2024.03.20 16:30,BUY,2157.59,2152.82,2164.74,WIN,7.15,12,14,19.1,YES,NO,2024-03
267,2024.03.20 16:45,BUY,2157.72,2153.14,2164.59,WIN,6.87,12,11,17.1,YES,NO,2024-03
268,2024.03.20 17:00,BUY,2157.80,2153.56,2164.16,WIN,6.36,12,11,15.3,YES,NO,2024-03
269,2024.03.20 18:00,BUY,2168.82,2164.00,2176.05,LOSS,-4.82,11,13,19.7,YES,NO,2024-03
270,2024.03.20 19:00,SELL,2187.96,2195.76,2176.26,LOSS,-7.80,9,9,38.9,NO,NO,2024-03
271,2024.03.20 19:30,SELL,2182.68,2191.53,2169.40,LOSS,-8.85,12,13,48.2,NO,NO,2024-03
272,2024.03.20 22:30,SELL,2200.80,2212.92,2182.61,WIN,18.19,9,9,61.2,NO,NO,2024-03
273,2024.03.20 23:15,SELL,2205.03,2216.60,2187.68,WIN,17.35,9,9,64.4,NO,NO,2024-03
274,2024.03.20 23:45,SELL,2203.07,2213.71,2187.11,WIN,15.96,9,9,66.5,NO,NO,2024-03
275,2024.03.21 00:00,SELL,2196.77,2207.18,2181.16,LOSS,-10.41,9,9,59.5,NO,NO,2024-03
276,2024.03.21 00:15,SELL,2193.93,2204.83,2177.58,LOSS,-10.90,9,9,53.0,NO,NO,2024-03
277,2024.03.21 00:30,SELL,2198.86,2210.24,2181.78,LOSS,-11.38,9,9,49.7,NO,NO,2024-03
278,2024.03.21 01:15,SELL,2203.80,2217.48,2183.29,WIN,20.51,9,9,37.7,NO,NO,2024-03
279,2024.03.21 02:15,SELL,2202.80,2210.86,2190.72,LOSS,-8.06,9,9,25.2,NO,NO,2024-03
280,2024.03.21 02:30,SELL,2203.36,2210.81,2192.19,LOSS,-7.45,9,8,23.7,NO,NO,2024-03
281,2024.03.21 14:30,BUY,2176.55,2169.12,2187.70,LOSS,-7.43,10,11,44.5,NO,YES,2024-03
282,2024.03.21 15:30,BUY,2174.55,2165.20,2188.58,LOSS,-9.35,13,14,60.8,NO,NO,2024-03
283,2024.03.21 15:45,BUY,2176.64,2167.20,2190.80,LOSS,-9.44,10,10,60.1,NO,NO,2024-03
284,2024.03.21 16:00,BUY,2177.64,2168.29,2191.67,LOSS,-9.35,10,10,56.0,NO,NO,2024-03
285,2024.03.26 09:45,SELL,2191.97,2196.48,2185.21,LOSS,-4.51,10,10,42.9,NO,NO,2024-03
286,2024.03.26 10:30,SELL,2197.61,2202.46,2190.33,WIN,7.28,10,10,54.0,NO,NO,2024-03
287,2024.03.26 11:00,SELL,2195.44,2200.86,2187.31,WIN,8.13,10,10,60.9,NO,NO,2024-03
288,2024.03.26 11:15,SELL,2196.73,2202.38,2188.25,WIN,8.48,10,10,60.7,NO,NO,2024-03
289,2024.03.26 11:45,SELL,2196.24,2201.77,2187.95,WIN,8.29,10,10,61.0,NO,NO,2024-03
290,2024.03.26 12:00,SELL,2193.77,2199.23,2185.59,WIN,8.18,13,15,61.4,NO,YES,2024-03
291,2024.03.26 12:15,SELL,2189.99,2195.70,2181.42,WIN,8.57,10,11,57.0,NO,YES,2024-03
292,2024.03.26 12:30,SELL,2187.82,2193.46,2179.35,WIN,8.47,10,11,50.1,NO,YES,2024-03
293,2024.03.28 07:45,BUY,2192.86,2189.62,2197.72,WIN,4.86,10,13,26.5,YES,NO,2024-03
294,2024.03.28 08:15,BUY,2196.13,2192.50,2201.57,LOSS,-3.63,10,13,27.6,YES,NO,2024-03
295,2024.03.28 08:30,BUY,2194.64,2190.79,2200.41,WIN,5.77,12,14,24.0,YES,NO,2024-03
296,2024.03.28 09:15,BUY,2196.46,2192.72,2202.07,WIN,5.61,12,14,19.2,YES,NO,2024-03
297,2024.03.28 09:30,BUY,2197.76,2194.02,2203.36,WIN,5.60,12,11,16.9,YES,NO,2024-03
298,2024.03.28 09:45,BUY,2198.47,2194.86,2203.89,WIN,5.42,12,11,17.7,YES,NO,2024-03
299,2024.03.28 14:00,BUY,2206.34,2198.39,2218.26,WIN,11.92,12,15,24.6,YES,YES,2024-03
300,2024.03.28 14:30,BUY,2214.30,2205.99,2226.77,WIN,12.47,12,15,22.0,YES,YES,2024-03
301,2024.04.01 00:45,SELL,2259.34,2267.73,2246.76,WIN,12.58,9,9,61.2,NO,NO,2024-04
302,2024.04.01 01:15,SELL,2259.09,2267.26,2246.83,WIN,12.26,9,9,66.7,NO,NO,2024-04
303,2024.04.01 01:45,SELL,2257.00,2264.29,2246.07,LOSS,-7.29,9,9,70.0,NO,NO,2024-04
304,2024.04.01 02:30,SELL,2257.32,2264.21,2246.99,LOSS,-6.89,9,9,73.0,NO,NO,2024-04
305,2024.04.01 04:00,SELL,2260.54,2266.59,2251.46,WIN,9.08,9,9,79.3,NO,NO,2024-04
306,2024.04.01 04:15,SELL,2258.65,2264.30,2250.18,WIN,8.47,9,9,71.1,NO,NO,2024-04
307,2024.04.01 04:30,SELL,2260.26,2265.19,2252.87,WIN,7.39,9,9,62.9,NO,NO,2024-04
308,2024.04.01 14:45,BUY,2235.67,2227.05,2248.60,WIN,12.93,10,14,29.2,YES,YES,2024-04
309,2024.04.01 15:15,BUY,2238.09,2228.95,2251.79,WIN,13.70,10,13,26.8,YES,NO,2024-04
310,2024.04.02 15:30,BUY,2258.53,2248.92,2272.95,WIN,14.42,10,11,22.0,YES,NO,2024-04
311,2024.04.02 16:15,BUY,2259.86,2250.12,2274.47,WIN,14.61,10,11,18.1,YES,NO,2024-04
312,2024.04.02 22:30,SELL,2281.57,2286.76,2273.78,LOSS,-5.19,12,13,70.6,NO,NO,2024-04
313,2024.04.03 08:30,BUY,2273.11,2267.97,2280.81,LOSS,-5.14,10,13,43.1,YES,NO,2024-04
314,2024.04.03 09:30,BUY,2271.84,2266.37,2280.04,LOSS,-5.47,10,13,36.2,YES,NO,2024-04
315,2024.04.03 10:30,BUY,2272.59,2267.26,2280.58,LOSS,-5.33,10,13,26.6,YES,NO,2024-04
316,2024.04.03 12:30,BUY,2274.75,2269.58,2282.50,WIN,7.75,10,13,19.8,YES,YES,2024-04
317,2024.04.04 19:00,SELL,2294.76,2301.72,2284.32,WIN,10.44,12,13,34.2,NO,NO,2024-04
318,2024.04.05 01:30,BUY,2271.73,2266.32,2279.84,WIN,8.11,9,9,34.4,NO,NO,2024-04
319,2024.04.05 02:00,BUY,2272.51,2266.71,2281.21,WIN,8.70,12,13,41.1,NO,NO,2024-04
320,2024.04.05 02:30,BUY,2273.67,2267.66,2282.69,WIN,9.02,9,9,44.7,NO,NO,2024-04
321,2024.04.05 02:45,BUY,2277.09,2270.99,2286.24,WIN,9.15,9,9,44.9,NO,NO,2024-04
322,2024.04.05 03:00,BUY,2278.27,2271.80,2287.98,WIN,9.71,9,9,39.2,NO,NO,2024-04
323,2024.04.05 03:15,BUY,2275.86,2269.27,2285.75,WIN,9.89,9,9,36.2,NO,NO,2024-04
324,2024.04.05 03:45,BUY,2277.82,2271.42,2287.41,WIN,9.59,9,9,28.1,NO,NO,2024-04
325,2024.04.05 12:45,BUY,2289.82,2283.35,2299.53,WIN,9.71,12,16,27.0,YES,YES,2024-04
326,2024.04.05 14:45,SELL,2323.96,2335.54,2306.59,WIN,17.37,10,11,44.3,NO,YES,2024-04
327,2024.04.05 16:15,SELL,2326.73,2337.90,2309.98,WIN,16.75,10,10,52.5,NO,NO,2024-04
328,2024.04.05 17:00,SELL,2325.57,2335.40,2310.82,WIN,14.75,10,10,49.3,NO,NO,2024-04
329,2024.04.05 17:15,SELL,2327.94,2337.06,2314.26,WIN,13.68,10,10,45.3,NO,NO,2024-04
330,2024.04.08 01:00,BUY,2313.44,2305.77,2324.95,WIN,11.51,12,15,27.5,YES,NO,2024-04
331,2024.04.08 03:00,SELL,2343.43,2353.90,2327.72,WIN,15.71,9,9,38.6,NO,NO,2024-04
332,2024.04.08 03:15,SELL,2343.43,2354.36,2327.03,WIN,16.40,9,9,41.4,NO,NO,2024-04
333,2024.04.08 04:00,SELL,2341.29,2352.42,2324.60,WIN,16.69,9,9,42.6,NO,NO,2024-04
334,2024.04.09 09:30,SELL,2363.13,2368.99,2354.34,WIN,8.79,10,10,48.2,NO,NO,2024-04
335,2024.04.09 09:45,SELL,2359.78,2365.58,2351.07,WIN,8.71,13,14,51.1,NO,NO,2024-04
336,2024.04.09 10:00,SELL,2357.23,2363.49,2347.84,WIN,9.39,10,10,47.7,NO,NO,2024-04
337,2024.04.10 13:15,BUY,2332.66,2323.77,2345.99,WIN,13.33,13,15,32.7,NO,YES,2024-04
338,2024.04.10 13:30,BUY,2333.79,2323.71,2348.91,WIN,15.12,10,11,32.3,NO,YES,2024-04
339,2024.04.10 13:45,BUY,2341.86,2330.93,2358.26,LOSS,-10.93,10,11,30.2,NO,YES,2024-04
340,2024.04.10 19:00,BUY,2328.89,2320.03,2342.18,WIN,13.29,9,8,21.8,NO,NO,2024-04
341,2024.04.11 09:00,BUY,2332.11,2325.97,2341.32,WIN,9.21,10,10,29.4,NO,NO,2024-04
342,2024.04.11 09:45,BUY,2334.84,2328.87,2343.80,WIN,8.95,10,10,27.7,NO,NO,2024-04
343,2024.04.11 10:00,BUY,2334.84,2328.80,2343.91,WIN,9.07,12,11,24.9,NO,NO,2024-04
344,2024.04.11 12:30,BUY,2341.24,2335.36,2350.06,LOSS,-5.88,12,15,20.9,YES,YES,2024-04
345,2024.04.11 14:45,BUY,2339.23,2331.31,2351.11,WIN,11.88,12,13,18.4,NO,YES,2024-04
346,2024.04.11 22:15,SELL,2373.09,2379.57,2363.37,LOSS,-6.48,9,9,70.1,NO,NO,2024-04
347,2024.04.12 01:15,SELL,2387.82,2393.23,2379.71,LOSS,-5.41,9,9,42.5,NO,NO,2024-04
348,2024.04.12 02:15,SELL,2389.13,2395.48,2379.61,LOSS,-6.35,9,9,52.9,NO,NO,2024-04
349,2024.04.12 03:00,SELL,2388.20,2395.11,2377.83,LOSS,-6.91,9,9,56.9,NO,NO,2024-04
350,2024.04.12 07:15,SELL,2394.09,2399.25,2386.36,LOSS,-5.16,9,9,41.1,NO,NO,2024-04
351,2024.04.12 07:30,SELL,2399.86,2405.15,2391.92,WIN,7.94,9,9,39.4,NO,NO,2024-04
352,2024.04.12 08:00,SELL,2397.98,2403.88,2389.12,LOSS,-5.90,10,10,40.4,NO,NO,2024-04
353,2024.04.12 08:30,SELL,2396.65,2402.68,2387.61,LOSS,-6.03,10,10,37.3,NO,NO,2024-04
354,2024.04.12 10:00,SELL,2399.55,2405.06,2391.29,WIN,8.26,10,10,25.8,NO,NO,2024-04
355,2024.04.12 10:45,SELL,2395.19,2400.37,2387.42,LOSS,-5.18,10,9,20.6,NO,NO,2024-04
356,2024.04.12 13:00,SELL,2396.42,2402.13,2387.85,LOSS,-5.71,10,11,26.2,NO,YES,2024-04
357,2024.04.12 15:00,SELL,2395.14,2407.12,2377.17,WIN,17.97,10,10,37.6,NO,NO,2024-04
358,2024.04.12 15:15,SELL,2394.90,2408.60,2374.35,WIN,20.55,12,13,33.9,NO,NO,2024-04
359,2024.04.12 17:45,BUY,2354.38,2335.44,2382.78,LOSS,-18.94,9,9,47.7,NO,NO,2024-04
360,2024.04.15 14:30,BUY,2349.32,2337.27,2367.40,WIN,18.08,10,11,32.0,NO,YES,2024-04
361,2024.04.17 16:45,BUY,2368.92,2359.06,2383.71,LOSS,-9.86,10,10,35.7,NO,NO,2024-04
362,2024.04.19 01:45,SELL,2412.14,2420.52,2399.56,WIN,12.58,9,9,29.8,NO,NO,2024-04
363,2024.04.19 02:15,SELL,2400.04,2410.07,2385.00,WIN,15.04,9,9,32.3,NO,NO,2024-04
364,2024.04.19 02:30,SELL,2400.27,2411.73,2383.09,WIN,17.18,9,9,29.4,NO,NO,2024-04
365,2024.04.19 03:00,SELL,2385.75,2399.49,2365.14,LOSS,-13.74,11,11,25.3,NO,NO,2024-04
366,2024.04.19 17:00,SELL,2398.14,2405.61,2386.93,WIN,11.21,10,10,34.2,NO,NO,2024-04
367,2024.04.19 17:30,SELL,2393.52,2400.26,2383.41,WIN,10.11,10,10,35.3,NO,NO,2024-04
368,2024.04.19 19:00,SELL,2393.18,2399.02,2384.42,WIN,8.76,9,9,28.2,NO,NO,2024-04
369,2024.04.22 12:00,BUY,2346.59,2340.01,2356.46,LOSS,-6.58,10,11,45.1,NO,YES,2024-04
370,2024.04.22 13:00,BUY,2337.25,2328.66,2350.14,LOSS,-8.59,10,11,45.0,NO,YES,2024-04
371,2024.04.23 02:00,BUY,2312.07,2302.84,2325.92,LOSS,-9.23,9,8,23.3,NO,NO,2024-04
372,2024.04.23 03:00,BUY,2303.02,2291.62,2320.11,LOSS,-11.40,9,9,34.0,NO,NO,2024-04
373,2024.04.23 03:15,BUY,2304.47,2293.06,2321.59,LOSS,-11.41,9,9,36.6,NO,NO,2024-04
374,2024.04.23 03:30,BUY,2302.47,2290.80,2319.98,WIN,17.51,9,9,32.5,NO,NO,2024-04
375,2024.04.23 04:00,BUY,2304.71,2292.83,2322.53,LOSS,-11.88,9,9,26.2,NO,NO,2024-04
376,2024.04.23 06:45,BUY,2304.57,2298.02,2314.39,LOSS,-6.55,9,8,21.5,NO,NO,2024-04
377,2024.04.23 09:30,BUY,2295.55,2288.42,2306.24,WIN,10.69,10,10,31.4,NO,NO,2024-04
378,2024.04.23 10:00,BUY,2299.40,2292.54,2309.69,WIN,10.29,10,10,35.0,NO,NO,2024-04
379,2024.04.23 14:00,SELL,2321.94,2330.77,2308.69,LOSS,-8.83,10,14,46.4,YES,YES,2024-04
380,2024.04.25 03:15,BUY,2311.09,2306.06,2318.63,WIN,7.54,9,8,21.0,NO,NO,2024-04
381,2024.04.25 14:45,SELL,2333.90,2345.41,2316.63,LOSS,-11.51,10,11,27.6,NO,YES,2024-04
382,2024.04.26 07:45,SELL,2346.93,2351.86,2339.54,LOSS,-4.93,10,10,37.6,NO,NO,2024-04
383,2024.04.26 08:15,SELL,2348.40,2353.68,2340.48,WIN,7.92,10,10,40.6,NO,NO,2024-04
384,2024.04.26 08:45,SELL,2351.95,2357.53,2343.58,WIN,8.37,10,10,43.6,NO,NO,2024-04
385,2024.04.26 09:15,SELL,2348.21,2354.01,2339.51,WIN,8.70,13,14,48.0,NO,NO,2024-04
386,2024.04.26 09:30,SELL,2349.22,2354.82,2340.82,WIN,8.40,10,10,48.3,NO,NO,2024-04
387,2024.04.26 10:00,SELL,2346.46,2351.87,2338.34,WIN,8.12,10,10,43.7,NO,NO,2024-04
388,2024.04.26 10:15,SELL,2348.27,2353.68,2340.15,WIN,8.12,10,10,39.2,NO,NO,2024-04
389,2024.04.29 01:15,BUY,2326.67,2322.51,2332.91,WIN,6.24,9,9,39.2,NO,NO,2024-04
390,2024.04.29 01:45,BUY,2327.68,2322.62,2335.27,WIN,7.59,9,9,44.4,NO,NO,2024-04
391,2024.04.29 03:00,BUY,2325.97,2319.86,2335.13,WIN,9.16,9,9,52.0,NO,NO,2024-04
392,2024.04.29 03:15,BUY,2326.34,2320.16,2335.61,WIN,9.27,9,9,50.7,NO,NO,2024-04
393,2024.04.29 16:45,SELL,2345.22,2352.46,2334.36,WIN,10.86,10,10,28.5,NO,NO,2024-04
394,2024.04.29 17:30,SELL,2342.04,2347.95,2333.17,WIN,8.87,10,10,33.6,NO,NO,2024-04
395,2024.04.30 15:00,BUY,2298.98,2289.78,2312.77,LOSS,-9.20,13,14,53.5,NO,NO,2024-04
396,2024.04.30 15:45,BUY,2297.68,2288.55,2311.38,LOSS,-9.13,10,10,50.4,NO,NO,2024-04
397,2024.04.30 22:00,BUY,2290.72,2285.93,2297.91,LOSS,-4.79,9,9,36.3,NO,NO,2024-04
398,2024.05.01 04:15,BUY,2284.18,2281.17,2288.69,WIN,4.51,9,9,46.1,NO,NO,2024-05
399,2024.05.01 05:00,BUY,2285.32,2282.19,2290.01,WIN,4.69,9,9,35.7,NO,NO,2024-05
400,2024.05.01 07:45,BUY,2285.68,2282.39,2290.62,WIN,4.94,10,9,23.4,NO,NO,2024-05
401,2024.05.01 19:00,SELL,2321.36,2330.85,2307.13,WIN,14.23,9,8,24.8,NO,NO,2024-05
402,2024.05.01 19:15,SELL,2314.82,2325.13,2299.36,LOSS,-10.30,9,8,22.1,NO,NO,2024-05
403,2024.05.01 19:30,SELL,2309.68,2320.49,2293.46,LOSS,-10.82,9,8,19.7,NO,NO,2024-05
404,2024.05.01 22:45,SELL,2321.45,2331.40,2306.52,WIN,14.93,9,9,26.2,NO,NO,2024-05
405,2024.05.01 23:30,SELL,2323.64,2330.30,2313.65,WIN,9.99,9,9,31.3,NO,NO,2024-05
406,2024.05.02 00:15,SELL,2324.69,2329.17,2317.97,WIN,6.72,9,9,38.6,NO,NO,2024-05
407,2024.05.02 00:45,SELL,2325.40,2328.93,2320.10,WIN,5.30,9,9,41.1,NO,NO,2024-05
408,2024.05.02 01:15,SELL,2322.84,2326.32,2317.62,WIN,5.22,9,9,38.4,NO,NO,2024-05
409,2024.05.02 02:15,SELL,2320.93,2324.24,2315.97,WIN,4.96,9,9,28.3,NO,NO,2024-05
410,2024.05.02 10:30,BUY,2299.24,2294.28,2306.68,LOSS,-4.96,13,14,68.8,NO,NO,2024-05
411,2024.05.02 13:15,BUY,2292.11,2284.78,2303.11,WIN,11.00,10,11,32.3,NO,YES,2024-05
412,2024.05.02 13:30,BUY,2291.46,2284.14,2302.45,WIN,10.99,10,11,28.3,NO,YES,2024-05
413,2024.05.03 13:45,BUY,2289.84,2278.15,2307.37,WIN,17.53,10,10,22.6,NO,YES,2024-05
414,2024.05.03 14:00,BUY,2286.55,2273.44,2306.21,WIN,19.66,10,10,19.7,NO,YES,2024-05
415,2024.05.03 14:30,BUY,2291.09,2277.09,2312.09,WIN,21.00,13,14,19.9,NO,YES,2024-05
416,2024.05.03 14:45,BUY,2293.20,2278.61,2315.09,WIN,21.89,10,8,17.6,NO,YES,2024-05
417,2024.05.06 00:00,BUY,2292.15,2288.28,2297.96,WIN,5.81,9,9,35.7,NO,NO,2024-05
418,2024.05.06 00:30,BUY,2295.88,2291.79,2302.02,WIN,6.14,9,9,35.2,NO,NO,2024-05
419,2024.05.06 00:45,BUY,2303.63,2299.31,2310.11,WIN,6.48,9,9,30.7,NO,NO,2024-05
420,2024.05.06 07:45,SELL,2320.44,2324.78,2313.93,LOSS,-4.34,10,10,43.9,NO,NO,2024-05
421,2024.05.06 12:45,SELL,2324.72,2330.19,2316.51,LOSS,-5.47,10,10,21.6,NO,YES,2024-05
422,2024.05.06 13:45,SELL,2328.14,2335.19,2317.57,WIN,10.57,10,10,22.9,NO,YES,2024-05
423,2024.05.08 08:00,BUY,2304.21,2300.50,2309.78,WIN,5.57,10,10,45.1,NO,NO,2024-05
424,2024.05.08 08:30,BUY,2307.24,2303.23,2313.26,WIN,6.02,10,10,49.8,NO,NO,2024-05
425,2024.05.08 16:00,SELL,2318.63,2324.76,2309.43,WIN,9.20,10,9,23.8,NO,NO,2024-05
426,2024.05.09 07:45,BUY,2311.75,2308.09,2317.24,LOSS,-3.66,10,10,37.9,NO,NO,2024-05
427,2024.05.09 08:00,BUY,2311.55,2307.66,2317.39,LOSS,-3.89,10,10,35.5,NO,NO,2024-05
428,2024.05.09 08:30,BUY,2310.39,2306.40,2316.38,WIN,5.99,10,10,31.1,NO,NO,2024-05
429,2024.05.09 09:00,BUY,2309.61,2305.68,2315.51,WIN,5.90,10,10,30.4,NO,NO,2024-05
430,2024.05.09 10:00,BUY,2309.79,2306.07,2315.37,WIN,5.58,10,10,39.7,NO,NO,2024-05
431,2024.05.09 10:15,BUY,2312.15,2308.28,2317.96,WIN,5.81,10,10,38.6,NO,NO,2024-05
432,2024.05.09 10:30,BUY,2311.70,2307.75,2317.63,WIN,5.93,12,13,33.5,NO,NO,2024-05
433,2024.05.09 11:00,BUY,2313.12,2309.43,2318.65,WIN,5.53,12,13,26.8,NO,NO,2024-05
434,2024.05.09 11:15,BUY,2313.36,2309.67,2318.89,WIN,5.53,12,15,26.3,YES,NO,2024-05
435,2024.05.09 11:30,BUY,2315.82,2312.32,2321.07,WIN,5.25,12,15,26.0,YES,NO,2024-05
436,2024.05.09 13:15,BUY,2319.22,2312.39,2329.46,WIN,10.24,12,16,39.1,YES,YES,2024-05
437,2024.05.09 15:15,SELL,2332.32,2342.52,2317.03,LOSS,-10.20,10,10,48.4,NO,NO,2024-05
438,2024.05.09 20:15,SELL,2344.22,2348.34,2338.03,LOSS,-4.13,9,9,50.3,NO,NO,2024-05
439,2024.05.10 07:15,SELL,2366.80,2371.28,2360.08,LOSS,-4.48,9,9,57.8,NO,NO,2024-05
440,2024.05.10 07:30,SELL,2366.54,2371.24,2359.49,LOSS,-4.70,12,13,54.4,NO,NO,2024-05
441,2024.05.10 07:45,SELL,2367.50,2372.32,2360.27,LOSS,-4.82,10,10,51.6,NO,NO,2024-05
442,2024.05.10 09:15,SELL,2371.55,2376.74,2363.76,LOSS,-5.19,10,10,54.1,NO,NO,2024-05
443,2024.05.10 10:45,SELL,2372.94,2377.47,2366.15,WIN,6.79,10,10,55.7,NO,NO,2024-05
444,2024.05.10 11:00,SELL,2372.38,2376.96,2365.51,WIN,6.87,10,10,52.1,NO,NO,2024-05
445,2024.05.10 11:15,SELL,2371.70,2376.27,2364.84,WIN,6.86,10,10,49.0,NO,NO,2024-05
446,2024.05.10 11:30,SELL,2372.07,2376.74,2365.06,WIN,7.01,10,10,45.3,NO,NO,2024-05
447,2024.05.10 12:15,SELL,2369.03,2374.45,2360.89,WIN,8.14,12,14,34.7,NO,YES,2024-05
448,2024.05.13 10:00,BUY,2340.32,2336.14,2346.60,WIN,6.28,10,10,68.0,NO,NO,2024-05
449,2024.05.13 15:45,BUY,2337.01,2330.31,2347.05,WIN,10.04,10,10,26.9,NO,NO,2024-05
450,2024.05.14 12:30,BUY,2348.05,2343.33,2355.13,WIN,7.08,12,15,19.2,YES,YES,2024-05
451,2024.05.15 12:30,BUY,2372.49,2366.73,2381.12,LOSS,-5.76,12,16,34.4,YES,YES,2024-05
452,2024.05.15 14:00,BUY,2366.53,2356.97,2380.87,WIN,14.34,10,14,41.6,YES,YES,2024-05
453,2024.05.15 15:30,SELL,2377.49,2389.59,2359.34,LOSS,-12.10,10,10,32.8,NO,NO,2024-05
454,2024.05.15 16:30,SELL,2383.54,2394.13,2367.65,LOSS,-10.59,10,10,30.9,NO,NO,2024-05
455,2024.05.15 16:45,SELL,2387.41,2397.57,2372.18,WIN,15.23,10,10,32.3,NO,NO,2024-05
456,2024.05.15 17:30,SELL,2389.14,2397.04,2377.29,LOSS,-7.90,10,10,40.1,NO,NO,2024-05
457,2024.05.15 18:00,SELL,2387.42,2394.70,2376.51,LOSS,-7.28,9,9,39.1,NO,NO,2024-05
458,2024.05.16 00:30,SELL,2394.88,2398.01,2390.18,WIN,4.70,9,9,49.9,NO,NO,2024-05
459,2024.05.16 01:00,SELL,2394.68,2398.33,2389.21,WIN,5.47,9,9,58.5,NO,NO,2024-05
460,2024.05.16 01:30,SELL,2391.49,2395.16,2385.98,WIN,5.51,12,13,63.1,NO,NO,2024-05
461,2024.05.16 13:45,BUY,2376.05,2369.33,2386.13,WIN,10.08,10,14,40.9,YES,YES,2024-05
462,2024.05.16 14:00,BUY,2373.48,2366.50,2383.94,WIN,10.46,10,14,40.0,YES,YES,2024-05
463,2024.05.16 14:30,BUY,2373.19,2365.92,2384.10,WIN,10.91,10,14,41.3,YES,YES,2024-05
464,2024.05.16 15:00,BUY,2380.15,2372.71,2391.30,WIN,11.15,10,13,41.2,YES,NO,2024-05
465,2024.05.17 03:00,BUY,2376.64,2373.66,2381.10,WIN,4.46,9,10,18.2,YES,NO,2024-05
466,2024.05.17 03:45,BUY,2376.98,2373.93,2381.56,WIN,4.58,11,13,18.2,YES,NO,2024-05
